"pair","carrier","dist","pass","port1","port2","carrier_name"
"BOS-COS","WN",1778,7,"BOS","COS","Southwest"
"BTV-RSW","UA",1326,7,"BTV","RSW","United"
"BUF-BZN","WN",1607,7,"BUF","BZN","Southwest"
"BUF-JAN","WN",960,7,"BUF","JAN","Southwest"
"CHA-FLL","DL",687,7,"CHA","FLL","Delta"
"CHA-MEM","DL",271,7,"CHA","MEM","Delta"
"CHS-MTJ","WN",1607,7,"CHS","MTJ","Southwest"
"CLE-RNO","WN",1987,7,"CLE","RNO","Southwest"
"CMH-EUG","WN",2072,7,"CMH","EUG","Southwest"
"ECP-IAD","WN",758,7,"ECP","IAD","Southwest"
"GEG-PNS","WN",1995,7,"GEG","PNS","Southwest"
"GEG-RSW","WN",2420,7,"GEG","RSW","Southwest"
"GPT-MSY","DL",77,7,"GPT","MSY","Delta"
"GRR-PHL","WN",573,7,"GRR","PHL","Southwest"
"GRR-PVD","WN",726,7,"GRR","PVD","Southwest"
"GSP-SLC","WN",1669,7,"GSP","SLC","Southwest"
"HNL-OGG","AS",100,7,"HNL","OGG","Alaska"
"HSV-SEA","DL",2033,7,"HSV","SEA","Delta"
"JAN-PIT","WN",786,7,"JAN","PIT","Southwest"
"JAX-PHX","UA",1786,7,"JAX","PHX","United"
"JAX-SJU","WN",1288,7,"JAX","SJU","Southwest"
"LAX-SRQ","UA",2171,7,"LAX","SRQ","United"
"LBB-MEM","WN",683,7,"LBB","MEM","Southwest"
"LGB-VPS","WN",1861,7,"LGB","VPS","Southwest"
"LIT-MAF","WN",608,7,"LIT","MAF","Southwest"
"LIT-SLC","DL",1156,7,"LIT","SLC","Delta"
"ORD-SYR","WN",607,7,"ORD","SYR","Southwest"
"PBI-SJU","DL",1063,7,"PBI","SJU","Delta"
"PHX-SYR","UA",2045,7,"PHX","SYR","United"
"PSP-RSW","WN",2129,7,"PSP","RSW","Southwest"
"ABE-JFK","AA",87,6,"ABE","JFK","American"
"ABQ-LAX","AS",677,6,"ABQ","LAX","Alaska"
"ALO-MCW","OO",63,6,"ALO","MCW","Skywest"
"AMA-SAV","WN",1198,6,"AMA","SAV","Southwest"
"AMA-SFO","WN",1161,6,"AMA","SFO","Southwest"
"BDL-PHX","UA",2213,6,"BDL","PHX","United"
"BHM-FLL","DL",650,6,"BHM","FLL","Delta"
"BHM-RDU","WN",480,6,"BHM","RDU","Southwest"
"BLI-OKC","WN",1569,6,"BLI","OKC","Southwest"
"BNA-CLE","DL",448,6,"BNA","CLE","Delta"
"BNA-STL","DL",272,6,"BNA","STL","Delta"
"BNA-SYR","UA",741,6,"BNA","SYR","United"
"BOI-EUG","WN",351,6,"BOI","EUG","Southwest"
"BOI-SNA","DL",688,6,"BOI","SNA","Delta"
"BOS-FAT","WN",2593,6,"BOS","FAT","Southwest"
"BOS-PBI","UA",1197,6,"BOS","PBI","United"
"BUF-LGA","DL",292,6,"BUF","LGA","Delta"
"BUF-PNS","WN",978,6,"BUF","PNS","Southwest"
"BUR-HDN","WN",750,6,"BUR","HDN","Southwest"
"BZN-MAF","WN",1068,6,"BZN","MAF","Southwest"
"BZN-SLC","WN",347,6,"BZN","SLC","Southwest"
"CAE-DAB","DL",328,6,"CAE","DAB","Delta"
"CHA-SNA","DL",1861,6,"CHA","SNA","Delta"
"CHS-FLL","DL",470,6,"CHS","FLL","Delta"
"CHS-STT","DL",1371,6,"CHS","STT","Delta"
"CHS-VPS","WN",417,6,"CHS","VPS","Southwest"
"CLE-LIT","WN",728,6,"CLE","LIT","Southwest"
"CLE-ORD","WN",315,6,"CLE","ORD","Southwest"
"CLT-IND","WN",427,6,"CLT","IND","Southwest"
"CMH-DFW","DL",926,6,"CMH","DFW","Delta"
"CVG-LBB","WN",1024,6,"CVG","LBB","Southwest"
"DAB-JAX","DL",98,6,"DAB","JAX","Delta"
"DCA-RDM","UA",2289,6,"DCA","RDM","United"
"DCA-RIC","AA",94,6,"DCA","RIC","American"
"DTW-FAI","AS",2906,6,"DTW","FAI","Alaska"
"DTW-JAN","WN",776,6,"DTW","JAN","Southwest"
"DTW-JFK","OO",509,6,"DTW","JFK","Skywest"
"DTW-ROC","WN",296,6,"DTW","ROC","Southwest"
"ECP-LGA","WN",981,6,"ECP","LGA","Southwest"
"ECP-SAV","WN",298,6,"ECP","SAV","Southwest"
"ELP-EUG","WN",1247,6,"ELP","EUG","Southwest"
"EYW-MDW","DL",1236,6,"EYW","MDW","Delta"
"FAT-LIT","WN",1546,6,"FAT","LIT","Southwest"
"GEG-IAD","AS",2082,6,"GEG","IAD","Alaska"
"GSP-SFO","WN",2233,6,"GSP","SFO","Southwest"
"HDN-MEM","WN",1014,6,"HDN","MEM","Southwest"
"HOU-SYR","WN",1410,6,"HOU","SYR","Southwest"
"IAD-MKE","WN",611,6,"IAD","MKE","Southwest"
"IAD-SJU","WN",1571,6,"IAD","SJU","Southwest"
"IAH-MSY","DL",305,6,"IAH","MSY","Delta"
"IAH-SAT","DL",191,6,"IAH","SAT","Delta"
"ICT-ONT","WN",1156,6,"ICT","ONT","Southwest"
"IMT-TVC","OO",144,6,"IMT","TVC","Skywest"
"ISP-PDX","WN",2482,6,"ISP","PDX","Southwest"
"JAN-PVD","WN",1214,6,"JAN","PVD","Southwest"
"JAX-MIA","DL",335,6,"JAX","MIA","Delta"
"JFK-PHL","AA",94,6,"JFK","PHL","American"
"LAS-SAN","DL",258,6,"LAS","SAN","Delta"
"LAX-RSW","DL",2238,6,"LAX","RSW","Delta"
"LGB-MYR","WN",2244,6,"LGB","MYR","Southwest"
"MFR-SAN","UA",734,6,"MFR","SAN","United"
"MSN-RSW","UA",1222,6,"MSN","RSW","United"
"MTJ-SAN","WN",657,6,"MTJ","SAN","Southwest"
"MTJ-TUS","WN",473,6,"MTJ","TUS","Southwest"
"OKC-RNO","UA",1248,6,"OKC","RNO","United"
"ORD-RIC","WN",642,6,"ORD","RIC","Southwest"
"ORF-PVD","UA",420,6,"ORF","PVD","United"
"PNS-SBA","WN",1919,6,"PNS","SBA","Southwest"
"PVD-ROC","WN",333,6,"PVD","ROC","Southwest"
"SEA-VPS","WN",2226,6,"SEA","VPS","Southwest"
"SJU-VPS","WN",1532,6,"SJU","VPS","Southwest"
"SMF-VPS","WN",2064,6,"SMF","VPS","Southwest"
"STL-SYR","WN",804,6,"STL","SYR","Southwest"
"ALS-SHR","OO",509,5,"ALS","SHR","Skywest"
"AMA-ATL","WN",992,5,"AMA","ATL","Southwest"
"AMA-BUF","WN",1340,5,"AMA","BUF","Southwest"
"AMA-PVD","WN",1692,5,"AMA","PVD","Southwest"
"AUS-MCI","DL",650,5,"AUS","MCI","Delta"
"AUS-PHX","DL",872,5,"AUS","PHX","Delta"
"BDL-JAN","WN",1164,5,"BDL","JAN","Southwest"
"BDL-JAX","UA",935,5,"BDL","JAX","United"
"BHM-PDX","DL",2064,5,"BHM","PDX","Delta"
"BNA-TUL","DL",515,5,"BNA","TUL","Delta"
"BOS-BZN","DL",1991,5,"BOS","BZN","Delta"
"BOS-ORF","UA",468,5,"BOS","ORF","United"
"BWI-IAD","WN",45,5,"BWI","IAD","Southwest"
"CAE-SJU","DL",1418,5,"CAE","SJU","Delta"
"CHA-MKE","DL",565,5,"CHA","MKE","Delta"
"CHA-RNO","DL",1918,5,"CHA","RNO","Delta"
"CLE-SAN","UA",2026,5,"CLE","SAN","United"
"CLT-ORF","WN",290,5,"CLT","ORF","Southwest"
"CMH-RSW","DL",930,5,"CMH","RSW","Delta"
"COS-RDM","OO",930,5,"COS","RDM","Skywest"
"CRP-VPS","WN",689,5,"CRP","VPS","Southwest"
"DEN-SNA","OO",846,5,"DEN","SNA","Skywest"
"DSM-HDN","WN",712,5,"DSM","HDN","Southwest"
"DTW-LGA","WN",502,5,"DTW","LGA","Southwest"
"ECP-GRR","WN",864,5,"ECP","GRR","Southwest"
"ECP-SBA","WN",2001,5,"ECP","SBA","Southwest"
"EUG-IAH","WN",1809,5,"EUG","IAH","Southwest"
"EUG-OKC","WN",1483,5,"EUG","OKC","Southwest"
"FAR-GJT","OO",799,5,"FAR","GJT","Skywest"
"FLL-GRR","UA",1198,5,"FLL","GRR","United"
"FLL-PIT","DL",994,5,"FLL","PIT","Delta"
"GEG-MCI","AS",1277,5,"GEG","MCI","Alaska"
"GRR-RDU","WN",602,5,"GRR","RDU","Southwest"
"GSP-LGA","DL",610,5,"GSP","LGA","Delta"
"HNL-LIH","DL",102,5,"HNL","LIH","Delta"
"IAD-IAH","DL",1190,5,"IAD","IAH","Delta"
"JAN-PHL","WN",978,5,"JAN","PHL","Southwest"
"JAX-TPA","WN",181,5,"JAX","TPA","Southwest"
"JFK-SYR","DL",209,5,"JFK","SYR","Delta"
"LAS-SMF","AS",397,5,"LAS","SMF","Alaska"
"LBB-SJU","WN",2445,5,"LBB","SJU","Southwest"
"LIT-PVD","WN",1226,5,"LIT","PVD","Southwest"
"LIT-SFO","WN",1690,5,"LIT","SFO","Southwest"
"MAF-TUS","OO",513,5,"MAF","TUS","Skywest"
"MCI-SUN","OO",1055,5,"MCI","SUN","Skywest"
"MCO-SAV","WN",255,5,"MCO","SAV","Southwest"
"MDT-MIA","DL",1013,5,"MDT","MIA","Delta"
"MIA-PBI","DL",62,5,"MIA","PBI","Delta"
"MLB-SLC","DL",1977,5,"MLB","SLC","Delta"
"OMA-ORD","WN",416,5,"OMA","ORD","Southwest"
"ORD-ROC","WN",528,5,"ORD","ROC","Southwest"
"PNS-SEA","WN",2197,5,"PNS","SEA","Southwest"
"PNS-SRQ","WN",352,5,"PNS","SRQ","Southwest"
"PVD-SNA","WN",2573,5,"PVD","SNA","Southwest"
"PVD-TUS","WN",2264,5,"PVD","TUS","Southwest"
"RIC-SRQ","WN",760,5,"RIC","SRQ","Southwest"
"SAN-SLC","UA",626,5,"SAN","SLC","United"
"ABQ-PBI","WN",1671,4,"ABQ","PBI","Southwest"
"AGS-PHL","DL",583,4,"AGS","PHL","Delta"
"ALB-SAN","UA",2445,4,"ALB","SAN","United"
"AMA-OMA","WN",525,4,"AMA","OMA","Southwest"
"AUS-BOI","AS",1375,4,"AUS","BOI","Alaska"
"BDL-MIA","UA",1194,4,"BDL","MIA","United"
"BHM-PBI","WN",619,4,"BHM","PBI","Southwest"
"BHM-PHX","DL",1455,4,"BHM","PHX","Delta"
"BHM-RSW","WN",569,4,"BHM","RSW","Southwest"
"BIL-EWR","AS",1756,4,"BIL","EWR","Alaska"
"BZN-CHS","WN",1872,4,"BZN","CHS","Southwest"
"BZN-MIA","WN",2191,4,"BZN","MIA","Southwest"
"BZN-SEA","WN",543,4,"BZN","SEA","Southwest"
"CHA-SYR","DL",740,4,"CHA","SYR","Delta"
"CLE-CVG","WN",221,4,"CLE","CVG","Southwest"
"CRP-MTJ","WN",953,4,"CRP","MTJ","Southwest"
"CRP-PNS","WN",651,4,"CRP","PNS","Southwest"
"CRP-SLC","WN",1218,4,"CRP","SLC","Southwest"
"CVG-IND","WN",99,4,"CVG","IND","Southwest"
"CVG-PSP","WN",1800,4,"CVG","PSP","Southwest"
"DAL-IAH","DL",216,4,"DAL","IAH","Delta"
"DCA-GRR","DL",524,4,"DCA","GRR","Delta"
"DEN-EWR","AS",1605,4,"DEN","EWR","Alaska"
"DFW-MCI","DL",460,4,"DFW","MCI","Delta"
"DFW-SHV","AA",190,4,"DFW","SHV","American"
"DSM-MKE","DL",311,4,"DSM","MKE","Delta"
"DSM-MSP","DL",232,4,"DSM","MSP","Delta"
"ECP-TPA","WN",257,4,"ECP","TPA","Southwest"
"ELP-TUS","OO",269,4,"ELP","TUS","Skywest"
"FAR-MSO","DL",816,4,"FAR","MSO","Delta"
"FAR-STL","OO",652,4,"FAR","STL","Skywest"
"FAT-PDX","WN",626,4,"FAT","PDX","Southwest"
"FAT-SJC","WN",129,4,"FAT","SJC","Southwest"
"GRR-MSP","UA",408,4,"GRR","MSP","United"
"GRR-SLC","UA",1367,4,"GRR","SLC","United"
"GRR-SMF","WN",1899,4,"GRR","SMF","Southwest"
"GRR-SYR","WN",477,4,"GRR","SYR","Southwest"
"GSP-SRQ","WN",517,4,"GSP","SRQ","Southwest"
"HDN-RNO","WN",669,4,"HDN","RNO","Southwest"
"HDN-SAV","WN",1555,4,"HDN","SAV","Southwest"
"HDN-SEA","WN",891,4,"HDN","SEA","Southwest"
"HSV-MSP","DL",785,4,"HSV","MSP","Delta"
"IAD-SBA","WN",2353,4,"IAD","SBA","Southwest"
"IAH-PNS","DL",489,4,"IAH","PNS","Delta"
"IND-MKE","OO",238,4,"IND","MKE","Skywest"
"ISP-LIT","WN",1125,4,"ISP","LIT","Southwest"
"JAN-SDF","WN",473,4,"JAN","SDF","Southwest"
"JAN-TUS","WN",1220,4,"JAN","TUS","Southwest"
"JAX-SAV","DL",116,4,"JAX","SAV","Delta"
"LAS-ONT","AA",197,4,"LAS","ONT","American"
"LAX-SYR","DL",2351,4,"LAX","SYR","Delta"
"LAX-TLH","DL",2002,4,"LAX","TLH","Delta"
"LGA-MKE","DL",738,4,"LGA","MKE","Delta"
"LGA-SAV","DL",722,4,"LGA","SAV","Delta"
"LGA-TUL","DL",1231,4,"LGA","TUL","Delta"
"LIT-XNA","DL",159,4,"LIT","XNA","Delta"
"MAF-MKE","WN",1090,4,"MAF","MKE","Southwest"
"MCI-TUL","WN",223,4,"MCI","TUL","Southwest"
"MDW-ORD","WN",15,4,"MDW","ORD","Southwest"
"MGM-STL","DL",498,4,"MGM","STL","Delta"
"MIA-SAT","UA",1143,4,"MIA","SAT","United"
"MIA-SAV","WN",440,4,"MIA","SAV","Southwest"
"MSY-PWM","WN",1446,4,"MSY","PWM","Southwest"
"MSY-RAP","UA",1197,4,"MSY","RAP","United"
"PBI-SLC","WN",2061,4,"PBI","SLC","Southwest"
"PNS-SDF","WN",537,4,"PNS","SDF","Southwest"
"PVD-TPA","UA",1136,4,"PVD","TPA","United"
"RIC-SRQ","DL",760,4,"RIC","SRQ","Delta"
"RNO-SMF","AA",113,4,"RNO","SMF","American"
"SBA-TUS","WN",539,4,"SBA","TUS","Southwest"
"TUS-VPS","WN",1446,4,"TUS","VPS","Southwest"
"ALB-BUF","WN",251,3,"ALB","BUF","Southwest"
"ALB-LAS","DL",2237,3,"ALB","LAS","Delta"
"AMA-IND","WN",901,3,"AMA","IND","Southwest"
"ATL-MEM","AA",332,3,"ATL","MEM","American"
"ATL-SAT","UA",874,3,"ATL","SAT","United"
"BDL-SAV","UA",823,3,"BDL","SAV","United"
"BIL-CVG","DL",1301,3,"BIL","CVG","Delta"
"BLI-MAF","WN",1572,3,"BLI","MAF","Southwest"
"BNA-RDU","AS",442,3,"BNA","RDU","Alaska"
"BOI-LAX","DL",674,3,"BOI","LAX","Delta"
"BOI-SJU","WN",3379,3,"BOI","SJU","Southwest"
"BOS-SLC","AS",2105,3,"BOS","SLC","Alaska"
"BTM-HLN","OO",51,3,"BTM","HLN","Skywest"
"BUF-TUL","WN",1025,3,"BUF","TUL","Southwest"
"BZN-ECP","WN",1731,3,"BZN","ECP","Southwest"
"CAE-ECP","DL",369,3,"CAE","ECP","Delta"
"CAE-LAX","DL",2130,3,"CAE","LAX","Delta"
"CDV-SIT","AS",434,3,"CDV","SIT","Alaska"
"CHS-LGA","DL",641,3,"CHS","LGA","Delta"
"CHS-MAF","WN",1295,3,"CHS","MAF","Southwest"
"CLT-ROC","DL",573,3,"CLT","ROC","Delta"
"COS-DEN","DL",73,3,"COS","DEN","Delta"
"COS-GTF","OO",687,3,"COS","GTF","Skywest"
"CRP-OAK","WN",1588,3,"CRP","OAK","Southwest"
"CVG-MAF","WN",1101,3,"CVG","MAF","Southwest"
"DTW-TPA","UA",983,3,"DTW","TPA","United"
"ECP-FLL","WN",453,3,"ECP","FLL","Southwest"
"ECP-HDN","WN",1390,3,"ECP","HDN","Southwest"
"ECP-ICT","WN",835,3,"ECP","ICT","Southwest"
"ELP-TUS","WN",269,3,"ELP","TUS","Southwest"
"FAR-GEG","DL",973,3,"FAR","GEG","Delta"
"FAR-SFO","DL",1450,3,"FAR","SFO","Delta"
"FLL-FSD","DL",1526,3,"FLL","FSD","Delta"
"FLL-JAX","WN",319,3,"FLL","JAX","Southwest"
"FLL-MEM","DL",851,3,"FLL","MEM","Delta"
"FLL-MIA","WN",21,3,"FLL","MIA","Southwest"
"FSD-PHX","DL",1081,3,"FSD","PHX","Delta"
"FSD-SEA","DL",1264,3,"FSD","SEA","Delta"
"GRR-PBI","WN",1158,3,"GRR","PBI","Southwest"
"GSP-IND","DL",401,3,"GSP","IND","Delta"
"GSP-MIA","DL",637,3,"GSP","MIA","Delta"
"HDN-ICT","WN",561,3,"HDN","ICT","Southwest"
"HDN-LIT","WN",912,3,"HDN","LIT","Southwest"
"HDN-MIA","WN",1849,3,"HDN","MIA","Southwest"
"HRL-MYR","WN",1232,3,"HRL","MYR","Southwest"
"HRL-RDU","WN",1298,3,"HRL","RDU","Southwest"
"HSV-LGA","DL",823,3,"HSV","LGA","Delta"
"IND-PIT","AA",326,3,"IND","PIT","American"
"JAX-MCO","DL",144,3,"JAX","MCO","Delta"
"JFK-MLB","DL",948,3,"JFK","MLB","Delta"
"JFK-ORF","DL",290,3,"JFK","ORF","Delta"
"JFK-SAT","DL",1587,3,"JFK","SAT","Delta"
"LBB-PIT","WN",1278,3,"LBB","PIT","Southwest"
"LGA-MTJ","WN",1810,3,"LGA","MTJ","Southwest"
"LGA-PHL","DL",96,3,"LGA","PHL","Delta"
"LGB-SEA","DL",965,3,"LGB","SEA","Delta"
"LGB-SNA","WN",19,3,"LGB","SNA","Southwest"
"MCI-SMF","DL",1442,3,"MCI","SMF","Delta"
"MCO-SAN","UA",2149,3,"MCO","SAN","United"
"MEM-OMA","DL",538,3,"MEM","OMA","Delta"
"MEM-SEA","DL",1871,3,"MEM","SEA","Delta"
"MIA-PBI","AA",62,3,"MIA","PBI","American"
"MKE-SEA","DL",1694,3,"MKE","SEA","Delta"
"MYR-OMA","WN",1068,3,"MYR","OMA","Southwest"
"ORF-SDF","WN",531,3,"ORF","SDF","Southwest"
"PAH-RST","OO",512,3,"PAH","RST","Skywest"
"PBI-PHX","UA",1960,3,"PBI","PHX","United"
"PBI-SFO","UA",2567,3,"PBI","SFO","United"
"PBI-TUL","WN",1138,3,"PBI","TUL","Southwest"
"PDX-RIC","WN",2379,3,"PDX","RIC","Southwest"
"PDX-SNA","DL",859,3,"PDX","SNA","Delta"
"PHL-SEA","DL",2378,3,"PHL","SEA","Delta"
"PSP-SAT","AA",1101,3,"PSP","SAT","American"
"PWM-TPA","UA",1277,3,"PWM","TPA","United"
"RSW-SAV","WN",387,3,"RSW","SAV","Southwest"
"SAV-SJU","WN",1336,3,"SAV","SJU","Southwest"
"SAV-TPA","DL",297,3,"SAV","TPA","Delta"
"SEA-SHV","AA",1816,3,"SEA","SHV","American"
"SLC-VPS","WN",1591,3,"SLC","VPS","Southwest"
"AKN-DLG","AS",71,2,"AKN","DLG","Alaska"
"ALB-MCO","DL",1073,2,"ALB","MCO","Delta"
"ALB-TUL","WN",1260,2,"ALB","TUL","Southwest"
"ATL-CMH","UA",447,2,"ATL","CMH","United"
"ATL-SYR","WN",794,2,"ATL","SYR","Southwest"
"ATW-VEL","OO",1103,2,"ATW","VEL","Skywest"
"AUS-GJT","DL",871,2,"AUS","GJT","Delta"
"AUS-IAH","AA",140,2,"AUS","IAH","American"
"AUS-MGM","DL",683,2,"AUS","MGM","Delta"
"AUS-MSP","UA",1042,2,"AUS","MSP","United"
"AUS-TUL","DL",426,2,"AUS","TUL","Delta"
"AUS-TVC","UA",1200,2,"AUS","TVC","United"
"AVL-CHA","DL",153,2,"AVL","CHA","Delta"
"BDL-GSP","DL",709,2,"BDL","GSP","Delta"
"BDL-HDN","WN",1790,2,"BDL","HDN","Southwest"
"BHM-MLB","DL",523,2,"BHM","MLB","Delta"
"BHM-ORD","WN",583,2,"BHM","ORD","Southwest"
"BHM-PHL","DL",772,2,"BHM","PHL","Delta"
"BIS-DTW","DL",913,2,"BIS","DTW","Delta"
"BIS-SEA","DL",1015,2,"BIS","SEA","Delta"
"BMG-ORD","OO",207,2,"BMG","ORD","Skywest"
"BNA-BOS","DL",942,2,"BNA","BOS","Delta"
"BNA-MCI","DL",491,2,"BNA","MCI","Delta"
"BNA-SMF","DL",1917,2,"BNA","SMF","Delta"
"BNA-TLH","DL",417,2,"BNA","TLH","Delta"
"BOI-HDN","WN",510,2,"BOI","HDN","Southwest"
"BOI-ORD","AS",1437,2,"BOI","ORD","Alaska"
"BOI-ORD","DL",1437,2,"BOI","ORD","Delta"
"BOS-GSP","DL",795,2,"BOS","GSP","Delta"
"BOS-MCI","DL",1256,2,"BOS","MCI","Delta"
"BOS-PDX","UA",2537,2,"BOS","PDX","United"
"BOS-RDM","UA",2492,2,"BOS","RDM","United"
"BUF-TPA","UA",1053,2,"BUF","TPA","United"
"BWI-DFW","DL",1217,2,"BWI","DFW","Delta"
"BZN-MYR","WN",1891,2,"BZN","MYR","Southwest"
"BZN-PBI","UA",2155,2,"BZN","PBI","United"
"BZN-SRQ","WN",2015,2,"BZN","SRQ","Southwest"
"CAE-CLT","DL",88,2,"CAE","CLT","Delta"
"CAE-GSO","DL",163,2,"CAE","GSO","Delta"
"CAE-ORD","DL",666,2,"CAE","ORD","Delta"
"CAE-SAN","DL",2078,2,"CAE","SAN","Delta"
"CAK-MIA","DL",1044,2,"CAK","MIA","Delta"
"CHA-ORD","DL",500,2,"CHA","ORD","Delta"
"CHA-SAV","DL",306,2,"CHA","SAV","Delta"
"CHS-DAL","DL",977,2,"CHS","DAL","Delta"
"CHS-IAD","WN",441,2,"CHS","IAD","Southwest"
"CLE-SNA","UA",2032,2,"CLE","SNA","United"
"CLT-CVG","WN",335,2,"CLT","CVG","Southwest"
"CLT-RSW","WN",600,2,"CLT","RSW","Southwest"
"CMH-PWM","UA",696,2,"CMH","PWM","United"
"COS-EUG","WN",1026,2,"COS","EUG","Southwest"
"CVG-JAX","WN",613,2,"CVG","JAX","Southwest"
"DCA-GSP","DL",396,2,"DCA","GSP","Delta"
"DCA-IAD","DL",24,2,"DCA","IAD","Delta"
"DCA-TLH","DL",716,2,"DCA","TLH","Delta"
"DEN-HNL","WN",3365,2,"DEN","HNL","Southwest"
"DEN-RAP","DL",300,2,"DEN","RAP","Delta"
"DFW-PIT","DL",1067,2,"DFW","PIT","Delta"
"DFW-SLC","AS",989,2,"DFW","SLC","Alaska"
"DTW-MSO","DL",1541,2,"DTW","MSO","Delta"
"DTW-SYR","DL",374,2,"DTW","SYR","Delta"
"ECP-JAX","DL",245,2,"ECP","JAX","Delta"
"ECP-SFO","WN",2145,2,"ECP","SFO","Southwest"
"ELP-SLC","DL",693,2,"ELP","SLC","Delta"
"EUG-LAX","WN",748,2,"EUG","LAX","Southwest"
"EUG-SJC","WN",471,2,"EUG","SJC","Southwest"
"FAT-MYR","WN",2300,2,"FAT","MYR","Southwest"
"FAT-OAK","WN",153,2,"FAT","OAK","Southwest"
"FLL-SLC","AS",2084,2,"FLL","SLC","Alaska"
"FSD-PDX","DL",1278,2,"FSD","PDX","Delta"
"FSD-RSW","DL",1445,2,"FSD","RSW","Delta"
"GEG-PBI","WN",2484,2,"GEG","PBI","Southwest"
"GRR-HSV","DL",573,2,"GRR","HSV","Delta"
"GRR-LAX","DL",1874,2,"GRR","LAX","Delta"
"GRR-LGA","DL",618,2,"GRR","LGA","Delta"
"GRR-PHX","UA",1574,2,"GRR","PHX","United"
"GSP-ORD","WN",577,2,"GSP","ORD","Southwest"
"HDN-MSP","UA",774,2,"HDN","MSP","United"
"HDN-SNA","WN",752,2,"HDN","SNA","Southwest"
"HRL-ORD","WN",1219,2,"HRL","ORD","Southwest"
"HRL-RIC","WN",1421,2,"HRL","RIC","Southwest"
"IAD-MSP","AS",908,2,"IAD","MSP","Alaska"
"IAD-VPS","WN",778,2,"IAD","VPS","Southwest"
"ISP-LGA","WN",41,2,"ISP","LGA","Southwest"
"JAC-SLC","AA",205,2,"JAC","SLC","American"
"JAN-SLC","WN",1346,2,"JAN","SLC","Southwest"
"LAS-RIC","UA",2086,2,"LAS","RIC","United"
"LAS-TPA","UA",1984,2,"LAS","TPA","United"
"LAX-MIA","DL",2342,2,"LAX","MIA","Delta"
"LAX-MTJ","WN",666,2,"LAX","MTJ","Southwest"
"LAX-PBI","WN",2330,2,"LAX","PBI","Southwest"
"LAX-PIT","AS",2136,2,"LAX","PIT","Alaska"
"LAX-SYR","UA",2351,2,"LAX","SYR","United"
"LAX-TUS","AS",451,2,"LAX","TUS","Alaska"
"LBB-MTJ","WN",476,2,"LBB","MTJ","Southwest"
"LGA-MSN","DL",812,2,"LGA","MSN","Delta"
"LGA-PHL","AA",96,2,"LGA","PHL","American"
"LGB-PBI","WN",2315,2,"LGB","PBI","Southwest"
"LGB-RIC","WN",2293,2,"LGB","RIC","Southwest"
"LGB-SAN","DL",93,2,"LGB","SAN","Delta"
"LSE-MSN","OO",109,2,"LSE","MSN","Skywest"
"LWB-SHD","OO",87,2,"LWB","SHD","Skywest"
"MCO-PBI","WN",141,2,"MCO","PBI","Southwest"
"MCO-SRQ","WN",104,2,"MCO","SRQ","Southwest"
"MCO-TPA","DL",81,2,"MCO","TPA","Delta"
"MEM-ORD","WN",491,2,"MEM","ORD","Southwest"
"MHT-SNA","WN",2569,2,"MHT","SNA","Southwest"
"MIA-ORF","DL",802,2,"MIA","ORF","Delta"
"MRY-SJC","OO",54,2,"MRY","SJC","Skywest"
"MSP-PWM","UA",1136,2,"MSP","PWM","United"
"MYR-PBI","WN",487,2,"MYR","PBI","Southwest"
"MYR-SMF","WN",2388,2,"MYR","SMF","Southwest"
"OAK-RNO","AS",181,2,"OAK","RNO","Alaska"
"OMA-PWM","WN",1312,2,"OMA","PWM","Southwest"
"ONT-SAN","WN",94,2,"ONT","SAN","Southwest"
"ORD-RAP","UA",780,2,"ORD","RAP","United"
"ORF-PHL","WN",212,2,"ORF","PHL","Southwest"
"ORF-SAV","UA",435,2,"ORF","SAV","United"
"PHL-PIT","WN",268,2,"PHL","PIT","Southwest"
"PNS-SAV","DL",372,2,"PNS","SAV","Delta"
"PVD-RSW","UA",1200,2,"PVD","RSW","United"
"PWM-SMF","UA",2653,2,"PWM","SMF","United"
"RNO-SMF","WN",113,2,"RNO","SMF","Southwest"
"RSW-TLH","DL",309,2,"RSW","TLH","Delta"
"SIT-YAK","AS",231,2,"SIT","YAK","Alaska"
"ABQ-AMA","AA",278,1,"ABQ","AMA","American"
"AMA-GEG","WN",1182,1,"AMA","GEG","Southwest"
"ANC-BOI","AS",1842,1,"ANC","BOI","Alaska"
"AUS-CLT","UA",1032,1,"AUS","CLT","United"
"BDL-JFK","AA",106,1,"BDL","JFK","American"
"BDL-ROC","UA",267,1,"BDL","ROC","United"
"BDL-SAV","DL",823,1,"BDL","SAV","Delta"
"BDL-SLC","DL",2027,1,"BDL","SLC","Delta"
"BHM-ECP","DL",228,1,"BHM","ECP","Delta"
"BHM-LAX","DL",1815,1,"BHM","LAX","Delta"
"BHM-MEM","DL",211,1,"BHM","MEM","Delta"
"BHM-MSP","DL",854,1,"BHM","MSP","Delta"
"BHM-MYR","WN",451,1,"BHM","MYR","Southwest"
"BHM-OMA","WN",732,1,"BHM","OMA","Southwest"
"BHM-SEA","DL",2079,1,"BHM","SEA","Delta"
"BHM-SRQ","DL",493,1,"BHM","SRQ","Delta"
"BIL-FAR","OO",565,1,"BIL","FAR","Skywest"
"BLI-DSM","WN",1486,1,"BLI","DSM","Southwest"
"BNA-MEM","DL",200,1,"BNA","MEM","Delta"
"BNA-TPA","UA",612,1,"BNA","TPA","United"
