"pair","carrier","dist","pass","port1","port2","port1_lat","port1_lon","port2_lat","port2_lon","carrier_name","Color"
"BUF-BWI","WN",281,304915,"BUF","BWI",42.94049835,-78.73220062,39.1754,-76.668297,"Southwest","#E6A137"
"IAH-MCO","NK",854,303985,"IAH","MCO",29.9843998,-95.34140015,28.42939949,-81.30899811,"Spirit","#FDEB03"
"BWI-HOU","WN",1246,303946,"BWI","HOU",39.1754,-76.668297,29.645399,-95.2789,"Southwest","#E6A137"
"PHX-SEA","WN",1107,303643,"PHX","SEA",33.435302,-112.005905,47.449001,-122.308998,"Southwest","#E6A137"
"CLE-ORD","UA",315,303147,"CLE","ORD",41.4117012,-81.84980011,41.9786,-87.9048,"United","#3782CC"
"IAD-IAH","UA",1190,302925,"IAD","IAH",38.9445,-77.455803,29.9843998,-95.34140015,"United","#3782CC"
"LAS-STL","WN",1371,302785,"LAS","STL",36.08010101,-115.1520004,38.748697,-90.370003,"Southwest","#E6A137"
"DEN-TPA","UA",1506,302772,"DEN","TPA",39.86169815,-104.6729965,27.97550011,-82.53320313,"United","#3782CC"
"SFO-SLC","DL",599,302768,"SFO","SLC",37.61899948,-122.375,40.785749,-111.979746,"Delta","#882537"
"AUS-PHX","WN",872,302650,"AUS","PHX",30.197535,-97.662015,33.435302,-112.005905,"Southwest","#E6A137"
"LAS-LAX","OO",236,302532,"LAS","LAX",36.08010101,-115.1520004,33.942501,-118.407997,"Skywest","#37509A"
"CLT-MEM","AA",511,302409,"CLT","MEM",35.2140007,-80.94309998,35.04240036,-89.97669983,"American","#C42D31"
"KOA-SFO","UA",2367,302104,"KOA","SFO",29.738783,-131.045603,37.61899948,-122.375,"United","#3782CC"
"JFK-SFO","B6",2586,301247,"JFK","SFO",40.639801,-73.7789,37.61899948,-122.375,"Jetblue","#303E71"
"ORD-SEA","AA",1721,301220,"ORD","SEA",41.9786,-87.9048,47.449001,-122.308998,"American","#C42D31"
"ATL-OMA","DL",821,300419,"ATL","OMA",33.6367,-84.428101,41.3032,-95.894096,"Delta","#882537"
"CLT-MSP","AA",930,300350,"CLT","MSP",35.2140007,-80.94309998,44.882,-93.221802,"American","#C42D31"
"BWI-MIA","WN",946,300264,"BWI","MIA",39.1754,-76.668297,25.79319954,-80.29060364,"Southwest","#E6A137"
"ONT-SMF","WN",390,300157,"ONT","SMF",34.05599976,-117.6009979,38.69540024,-121.5910034,"Southwest","#E6A137"
"LGA-MDW","WN",725,300026,"LGA","MDW",40.777199,-73.872597,41.785999,-87.752403,"Southwest","#E6A137"
"ATL-TPA","WN",406,299842,"ATL","TPA",33.6367,-84.428101,27.97550011,-82.53320313,"Southwest","#E6A137"
"BDL-BWI","WN",283,299097,"BDL","BWI",41.93851,-72.688066,39.1754,-76.668297,"Southwest","#E6A137"
"SEA-SJC","AS",696,298569,"SEA","SJC",47.449001,-122.308998,37.362598,-121.929001,"Alaska","#202050"
"DEN-MSP","WN",680,297734,"DEN","MSP",39.86169815,-104.6729965,44.882,-93.221802,"Southwest","#E6A137"
"BUR-SMF","WN",358,297614,"BUR","SMF",34.197703,-118.356378,38.69540024,-121.5910034,"Southwest","#E6A137"
"BOS-ORD","AA",867,297449,"BOS","ORD",42.3643,-71.005203,41.9786,-87.9048,"American","#C42D31"
"BNA-HOU","WN",670,297193,"BNA","HOU",36.12450027,-86.67819977,29.645399,-95.2789,"Southwest","#E6A137"
"DFW-LAX","NK",1235,297153,"DFW","LAX",32.896801,-97.038002,33.942501,-118.407997,"Spirit","#FDEB03"
"BOS-PBI","B6",1197,297114,"BOS","PBI",42.3643,-71.005203,26.68320084,-80.09559631,"Jetblue","#303E71"
"FLL-IAH","NK",966,296822,"FLL","IAH",26.072599,-80.152702,29.9843998,-95.34140015,"Spirit","#FDEB03"
"ONT-PHX","WN",325,294669,"ONT","PHX",34.05599976,-117.6009979,33.435302,-112.005905,"Southwest","#E6A137"
"ORD-PDX","UA",1739,294119,"ORD","PDX",41.9786,-87.9048,45.58869934,-122.5979996,"United","#3782CC"
"JFK-PBI","B6",1028,293751,"JFK","PBI",40.639801,-73.7789,26.68320084,-80.09559631,"Jetblue","#303E71"
"LAS-ORD","NK",1514,293604,"LAS","ORD",36.08010101,-115.1520004,41.9786,-87.9048,"Spirit","#FDEB03"
"DFW-PIT","AA",1067,293603,"DFW","PIT",32.896801,-97.038002,40.49150085,-80.23290253,"American","#C42D31"
"BWI-MHT","WN",377,293242,"BWI","MHT",39.1754,-76.668297,42.932598,-71.435699,"Southwest","#E6A137"
"ATL-EYW","DL",646,293184,"ATL","EYW",33.6367,-84.428101,24.556101,-81.759598,"Delta","#882537"
"DEN-SAT","UA",794,292768,"DEN","SAT",39.86169815,-104.6729965,29.533701,-98.469803,"United","#3782CC"
"CLT-STL","AA",575,292767,"CLT","STL",35.2140007,-80.94309998,38.748697,-90.370003,"American","#C42D31"
"DFW-DTW","DL",986,292280,"DFW","DTW",32.896801,-97.038002,42.21239853,-83.35340118,"Delta","#882537"
"IAH-SEA","UA",1874,291986,"IAH","SEA",29.9843998,-95.34140015,47.449001,-122.308998,"United","#3782CC"
"MIA-SFO","AA",2585,291225,"MIA","SFO",25.79319954,-80.29060364,37.61899948,-122.375,"American","#C42D31"
"HOU-LAX","WN",1390,289311,"HOU","LAX",29.645399,-95.2789,33.942501,-118.407997,"Southwest","#E6A137"
"DAL-ELP","WN",562,289020,"DAL","ELP",32.847099,-96.851799,31.80719948,-106.3779984,"Southwest","#E6A137"
"DFW-RNO","AA",1345,288672,"DFW","RNO",32.896801,-97.038002,39.49909973,-119.7679977,"American","#C42D31"
"ABQ-PHX","WN",328,288505,"ABQ","PHX",35.040199,-106.609001,33.435302,-112.005905,"Southwest","#E6A137"
"ORD-TPA","AA",1011,288321,"ORD","TPA",41.9786,-87.9048,27.97550011,-82.53320313,"American","#C42D31"
"CLT-DTW","AA",500,287038,"CLT","DTW",35.2140007,-80.94309998,42.21239853,-83.35340118,"American","#C42D31"
"PDX-PHX","AA",1009,286490,"PDX","PHX",45.58869934,-122.5979996,33.435302,-112.005905,"American","#C42D31"
"SAN-SEA","DL",1050,286258,"SAN","SEA",32.73360062,-117.1900024,47.449001,-122.308998,"Delta","#882537"
"CLT-ORF","AA",290,286213,"CLT","ORF",35.2140007,-80.94309998,36.8946,-76.201202,"American","#C42D31"
"LAS-LGB","WN",231,285249,"LAS","LGB",36.08010101,-115.1520004,33.817699,-118.152,"Southwest","#E6A137"
"IAH-LAX","NK",1379,285060,"IAH","LAX",29.9843998,-95.34140015,33.942501,-118.407997,"Spirit","#FDEB03"
"PHX-STL","WN",1262,284853,"PHX","STL",33.435302,-112.005905,38.748697,-90.370003,"Southwest","#E6A137"
"DEN-MCO","F9",1546,283975,"DEN","MCO",39.86169815,-104.6729965,28.42939949,-81.30899811,"Frontier","#418369"
"BOS-MCO","DL",1121,283776,"BOS","MCO",42.3643,-71.005203,28.42939949,-81.30899811,"Delta","#882537"
"BOS-IAH","UA",1597,283516,"BOS","IAH",42.3643,-71.005203,29.9843998,-95.34140015,"United","#3782CC"
"BOS-LAX","DL",2611,283420,"BOS","LAX",42.3643,-71.005203,33.942501,-118.407997,"Delta","#882537"
"LAX-SMF","WN",373,283394,"LAX","SMF",33.942501,-118.407997,38.69540024,-121.5910034,"Southwest","#E6A137"
"ATL-SMF","DL",2092,283110,"ATL","SMF",33.6367,-84.428101,38.69540024,-121.5910034,"Delta","#882537"
"CLT-SEA","AA",2279,281867,"CLT","SEA",35.2140007,-80.94309998,47.449001,-122.308998,"American","#C42D31"
"ORD-RSW","AA",1120,280663,"ORD","RSW",41.9786,-87.9048,26.53619957,-81.75520325,"American","#C42D31"
"AUS-LAX","AA",1242,280416,"AUS","LAX",30.197535,-97.662015,33.942501,-118.407997,"American","#C42D31"
"LAX-PHX","OO",370,280298,"LAX","PHX",33.942501,-118.407997,33.435302,-112.005905,"Skywest","#37509A"
"ATL-DAL","DL",721,280021,"ATL","DAL",33.6367,-84.428101,32.847099,-96.851799,"Delta","#882537"
"BWI-PHX","WN",1999,278427,"BWI","PHX",39.1754,-76.668297,33.435302,-112.005905,"Southwest","#E6A137"
"MCO-PHX","AA",1849,278362,"MCO","PHX",28.42939949,-81.30899811,33.435302,-112.005905,"American","#C42D31"
"MDW-SAN","WN",1728,277848,"MDW","SAN",41.785999,-87.752403,32.73360062,-117.1900024,"Southwest","#E6A137"
"PHX-SAT","WN",843,277674,"PHX","SAT",33.435302,-112.005905,29.533701,-98.469803,"Southwest","#E6A137"
"AUS-HOU","WN",148,277572,"AUS","HOU",30.197535,-97.662015,29.645399,-95.2789,"Southwest","#E6A137"
"PDX-PHX","WN",1009,277383,"PDX","PHX",45.58869934,-122.5979996,33.435302,-112.005905,"Southwest","#E6A137"
"DFW-MSP","DL",852,276790,"DFW","MSP",32.896801,-97.038002,44.882,-93.221802,"Delta","#882537"
"LAX-PDX","OO",834,276174,"LAX","PDX",33.942501,-118.407997,45.58869934,-122.5979996,"Skywest","#37509A"
"AUS-PHX","AA",872,275972,"AUS","PHX",30.197535,-97.662015,33.435302,-112.005905,"American","#C42D31"
"MCO-PIT","WN",834,275508,"MCO","PIT",28.42939949,-81.30899811,40.49150085,-80.23290253,"Southwest","#E6A137"
"DTW-ORD","OO",235,274896,"DTW","ORD",42.21239853,-83.35340118,41.9786,-87.9048,"Skywest","#37509A"
"LAS-SAT","WN",1069,274560,"LAS","SAT",36.08010101,-115.1520004,29.533701,-98.469803,"Southwest","#E6A137"
"PDX-SAN","AS",933,273894,"PDX","SAN",45.58869934,-122.5979996,32.73360062,-117.1900024,"Alaska","#202050"
"GEG-SEA","AS",224,273734,"GEG","SEA",47.6199,-117.533997,47.449001,-122.308998,"Alaska","#202050"
"BUR-SEA","AS",937,272995,"BUR","SEA",34.197703,-118.356378,47.449001,-122.308998,"Alaska","#202050"
"IND-MCO","WN",829,272138,"IND","MCO",39.7173,-86.294403,28.42939949,-81.30899811,"Southwest","#E6A137"
"DAL-SAN","WN",1182,272126,"DAL","SAN",32.847099,-96.851799,32.73360062,-117.1900024,"Southwest","#E6A137"
"ATL-OKC","DL",761,271744,"ATL","OKC",33.6367,-84.428101,35.393101,-97.6007,"Delta","#882537"
"MDW-STL","WN",251,271681,"MDW","STL",41.785999,-87.752403,38.748697,-90.370003,"Southwest","#E6A137"
"LAS-SLC","WN",368,271028,"LAS","SLC",36.08010101,-115.1520004,40.785749,-111.979746,"Southwest","#E6A137"
"FLL-MCO","NK",177,270435,"FLL","MCO",26.072599,-80.152702,28.42939949,-81.30899811,"Spirit","#FDEB03"
"LAS-MCI","WN",1139,270403,"LAS","MCI",36.08010101,-115.1520004,39.2976,-94.713898,"Southwest","#E6A137"
"DAL-TPA","WN",917,270171,"DAL","TPA",32.847099,-96.851799,27.97550011,-82.53320313,"Southwest","#E6A137"
"ORD-SNA","AA",1726,269757,"ORD","SNA",41.9786,-87.9048,33.675701,-117.867996,"American","#C42D31"
"PHX-SEA","DL",1107,269470,"PHX","SEA",33.435302,-112.005905,47.449001,-122.308998,"Delta","#882537"
"DFW-OGG","AA",3711,269048,"DFW","OGG",32.896801,-97.038002,30.898543,-131.431212,"American","#C42D31"
"ATL-FLL","WN",581,268681,"ATL","FLL",33.6367,-84.428101,26.072599,-80.152702,"Southwest","#E6A137"
"DAL-LBB","WN",293,268556,"DAL","LBB",32.847099,-96.851799,33.663601,-101.822998,"Southwest","#E6A137"
"DEN-SAT","WN",794,267782,"DEN","SAT",39.86169815,-104.6729965,29.533701,-98.469803,"Southwest","#E6A137"
"IAH-MIA","AA",964,267074,"IAH","MIA",29.9843998,-95.34140015,25.79319954,-80.29060364,"American","#C42D31"
"DFW-MCO","NK",985,266687,"DFW","MCO",32.896801,-97.038002,28.42939949,-81.30899811,"Spirit","#FDEB03"
"DEN-IND","WN",977,266530,"DEN","IND",39.86169815,-104.6729965,39.7173,-86.294403,"Southwest","#E6A137"
"SEA-SFO","UA",679,265714,"SEA","SFO",47.449001,-122.308998,37.61899948,-122.375,"United","#3782CC"
"DCA-DTW","DL",405,265687,"DCA","DTW",38.8521,-77.037697,42.21239853,-83.35340118,"Delta","#882537"
"DEN-SNA","UA",846,265347,"DEN","SNA",39.86169815,-104.6729965,33.675701,-117.867996,"United","#3782CC"
"DEN-FLL","NK",1703,264533,"DEN","FLL",39.86169815,-104.6729965,26.072599,-80.152702,"Spirit","#FDEB03"
"DEN-OMA","WN",472,263497,"DEN","OMA",39.86169815,-104.6729965,41.3032,-95.894096,"Southwest","#E6A137"
"AUS-BNA","WN",756,263280,"AUS","BNA",30.197535,-97.662015,36.12450027,-86.67819977,"Southwest","#E6A137"
"BUR-SJC","WN",296,262956,"BUR","SJC",34.197703,-118.356378,37.362598,-121.929001,"Southwest","#E6A137"
"DCA-MSP","DL",931,261741,"DCA","MSP",38.8521,-77.037697,44.882,-93.221802,"Delta","#882537"
"BOS-DCA","B6",399,261292,"BOS","DCA",42.3643,-71.005203,38.8521,-77.037697,"Jetblue","#303E71"
"DEN-ONT","WN",819,261239,"DEN","ONT",39.86169815,-104.6729965,34.05599976,-117.6009979,"Southwest","#E6A137"
"ABQ-DAL","WN",580,260932,"ABQ","DAL",35.040199,-106.609001,32.847099,-96.851799,"Southwest","#E6A137"
"HOU-MIA","WN",955,260654,"HOU","MIA",29.645399,-95.2789,25.79319954,-80.29060364,"Southwest","#E6A137"
"ATL-BUF","DL",712,260130,"ATL","BUF",33.6367,-84.428101,42.94049835,-78.73220062,"Delta","#882537"
"AUS-MDW","WN",972,259946,"AUS","MDW",30.197535,-97.662015,41.785999,-87.752403,"Southwest","#E6A137"
"JNU-SEA","AS",909,257991,"JNU","SEA",38.35499954,-119.576004,47.449001,-122.308998,"Alaska","#202050"
"BWI-PWM","WN",452,257912,"BWI","PWM",39.1754,-76.668297,43.646198,-70.309303,"Southwest","#E6A137"
"EWR-MIA","B6",1085,257694,"EWR","MIA",40.692501,-74.168701,25.79319954,-80.29060364,"Jetblue","#303E71"
"BOS-SEA","AS",2496,256687,"BOS","SEA",42.3643,-71.005203,47.449001,-122.308998,"Alaska","#202050"
"LAS-MIA","AA",2174,254790,"LAS","MIA",36.08010101,-115.1520004,25.79319954,-80.29060364,"American","#C42D31"
"CLT-PIT","AA",366,254614,"CLT","PIT",35.2140007,-80.94309998,40.49150085,-80.23290253,"American","#C42D31"
"BNA-FLL","WN",793,254586,"BNA","FLL",36.12450027,-86.67819977,26.072599,-80.152702,"Southwest","#E6A137"
"MCO-SEA","AS",2554,254556,"MCO","SEA",28.42939949,-81.30899811,47.449001,-122.308998,"Alaska","#202050"
"CMH-DFW","AA",926,253162,"CMH","DFW",39.998001,-82.891899,32.896801,-97.038002,"American","#C42D31"
"BNA-TPA","WN",612,253097,"BNA","TPA",36.12450027,-86.67819977,27.97550011,-82.53320313,"Southwest","#E6A137"
"BWI-ORF","WN",159,252952,"BWI","ORF",39.1754,-76.668297,36.8946,-76.201202,"Southwest","#E6A137"
"BOS-IAD","UA",413,252631,"BOS","IAD",42.3643,-71.005203,38.9445,-77.455803,"United","#3782CC"
"BOS-PHX","AA",2300,251986,"BOS","PHX",42.3643,-71.005203,33.435302,-112.005905,"American","#C42D31"
"DEN-SLC","F9",391,251016,"DEN","SLC",39.86169815,-104.6729965,40.785749,-111.979746,"Frontier","#418369"
"LAS-PHL","AA",2176,250725,"LAS","PHL",36.08010101,-115.1520004,39.87189865,-75.2410965,"American","#C42D31"
"PHX-SAT","AA",843,250681,"PHX","SAT",33.435302,-112.005905,29.533701,-98.469803,"American","#C42D31"
"MCO-ORD","NK",1005,250184,"MCO","ORD",28.42939949,-81.30899811,41.9786,-87.9048,"Spirit","#FDEB03"
"DCA-MDW","WN",601,249573,"DCA","MDW",38.8521,-77.037697,41.785999,-87.752403,"Southwest","#E6A137"
"OAK-SEA","WN",672,248768,"OAK","SEA",37.721298,-122.221001,47.449001,-122.308998,"Southwest","#E6A137"
"LAS-OAK","NK",407,248565,"LAS","OAK",36.08010101,-115.1520004,37.721298,-122.221001,"Spirit","#FDEB03"
"AUS-MIA","AA",1103,247455,"AUS","MIA",30.197535,-97.662015,25.79319954,-80.29060364,"American","#C42D31"
"KOA-SEA","AS",2688,247134,"KOA","SEA",29.738783,-131.045603,47.449001,-122.308998,"Alaska","#202050"
"EWR-LAX","B6",2454,246895,"EWR","LAX",40.692501,-74.168701,33.942501,-118.407997,"Jetblue","#303E71"
"ATL-DTW","NK",594,246843,"ATL","DTW",33.6367,-84.428101,42.21239853,-83.35340118,"Spirit","#FDEB03"
"CLE-DEN","UA",1201,246613,"CLE","DEN",41.4117012,-81.84980011,39.86169815,-104.6729965,"United","#3782CC"
"DEN-MIA","AA",1709,246411,"DEN","MIA",39.86169815,-104.6729965,25.79319954,-80.29060364,"American","#C42D31"
"DFW-MFE","AA",469,246264,"DFW","MFE",32.896801,-97.038002,26.176141,-98.237965,"American","#C42D31"
"CLE-MDW","WN",307,245926,"CLE","MDW",41.4117012,-81.84980011,41.785999,-87.752403,"Southwest","#E6A137"
"ELP-PHX","WN",347,245880,"ELP","PHX",31.80719948,-106.3779984,33.435302,-112.005905,"Southwest","#E6A137"
"CMH-MCO","WN",802,245225,"CMH","MCO",39.998001,-82.891899,28.42939949,-81.30899811,"Southwest","#E6A137"
"BWI-JAX","WN",663,244049,"BWI","JAX",39.1754,-76.668297,30.49410057,-81.68789673,"Southwest","#E6A137"
"DEN-MKE","WN",896,243825,"DEN","MKE",39.86169815,-104.6729965,42.94720078,-87.89659882,"Southwest","#E6A137"
"DCA-PHX","AA",1979,243680,"DCA","PHX",38.8521,-77.037697,33.435302,-112.005905,"American","#C42D31"
"BOS-MIA","B6",1258,243657,"BOS","MIA",42.3643,-71.005203,25.79319954,-80.29060364,"Jetblue","#303E71"
"DFW-PBI","AA",1102,243222,"DFW","PBI",32.896801,-97.038002,26.68320084,-80.09559631,"American","#C42D31"
"HNL-OGG","WN",100,243112,"HNL","OGG",31.32062,-132.924228,30.898543,-131.431212,"Southwest","#E6A137"
"EWR-SAN","UA",2425,243016,"EWR","SAN",40.692501,-74.168701,32.73360062,-117.1900024,"United","#3782CC"
"BWI-PBI","WN",883,242741,"BWI","PBI",39.1754,-76.668297,26.68320084,-80.09559631,"Southwest","#E6A137"
"PHX-SJC","AA",621,242569,"PHX","SJC",33.435302,-112.005905,37.362598,-121.929001,"American","#C42D31"
"DFW-PSP","AA",1126,241768,"DFW","PSP",32.896801,-97.038002,33.8297,-116.507004,"American","#C42D31"
"EWR-IAD","UA",212,241611,"EWR","IAD",40.692501,-74.168701,38.9445,-77.455803,"United","#3782CC"
"LAS-SEA","WN",867,241428,"LAS","SEA",36.08010101,-115.1520004,47.449001,-122.308998,"Southwest","#E6A137"
"LAX-OGG","AA",2486,241032,"LAX","OGG",33.942501,-118.407997,30.898543,-131.431212,"American","#C42D31"
"BNA-LAS","WN",1587,241022,"BNA","LAS",36.12450027,-86.67819977,36.08010101,-115.1520004,"Southwest","#E6A137"
"LAX-ORD","NK",1744,240763,"LAX","ORD",33.942501,-118.407997,41.9786,-87.9048,"Spirit","#FDEB03"
"ATL-LGA","WN",762,240718,"ATL","LGA",33.6367,-84.428101,40.777199,-73.872597,"Southwest","#E6A137"
"DCA-DEN","F9",1476,240685,"DCA","DEN",38.8521,-77.037697,39.86169815,-104.6729965,"Frontier","#418369"
"BNA-MCI","WN",491,239269,"BNA","MCI",36.12450027,-86.67819977,39.2976,-94.713898,"Southwest","#E6A137"
"JFK-TPA","DL",1005,239175,"JFK","TPA",40.639801,-73.7789,27.97550011,-82.53320313,"Delta","#882537"
"DFW-SJC","AA",1438,238786,"DFW","SJC",32.896801,-97.038002,37.362598,-121.929001,"American","#C42D31"
"MCI-MCO","WN",1072,238714,"MCI","MCO",39.2976,-94.713898,28.42939949,-81.30899811,"Southwest","#E6A137"
"BWI-RDU","WN",255,238468,"BWI","RDU",39.1754,-76.668297,35.87760162,-78.78749847,"Southwest","#E6A137"
"BOS-MDW","WN",861,238123,"BOS","MDW",42.3643,-71.005203,41.785999,-87.752403,"Southwest","#E6A137"
"DFW-ORF","AA",1212,238107,"DFW","ORF",32.896801,-97.038002,36.8946,-76.201202,"American","#C42D31"
"LGA-TPA","DL",1010,237321,"LGA","TPA",40.777199,-73.872597,27.97550011,-82.53320313,"Delta","#882537"
"CLT-MCI","AA",808,237013,"CLT","MCI",35.2140007,-80.94309998,39.2976,-94.713898,"American","#C42D31"
"BUR-DEN","WN",850,236362,"BUR","DEN",34.197703,-118.356378,39.86169815,-104.6729965,"Southwest","#E6A137"
"SAN-SFO","WN",447,236140,"SAN","SFO",32.73360062,-117.1900024,37.61899948,-122.375,"Southwest","#E6A137"
"CHS-CLT","AA",168,235854,"CHS","CLT",32.898602,-80.040497,35.2140007,-80.94309998,"American","#C42D31"
"AUS-SEA","AS",1770,235246,"AUS","SEA",30.197535,-97.662015,47.449001,-122.308998,"Alaska","#202050"
"DAL-FLL","WN",1108,235042,"DAL","FLL",32.847099,-96.851799,26.072599,-80.152702,"Southwest","#E6A137"
"DEN-OKC","WN",495,234684,"DEN","OKC",39.86169815,-104.6729965,35.393101,-97.6007,"Southwest","#E6A137"
"BWI-ROC","WN",277,234406,"BWI","ROC",39.1754,-76.668297,43.1189,-77.672401,"Southwest","#E6A137"
"BWI-ISP","WN",220,234072,"BWI","ISP",39.1754,-76.668297,40.79520035,-73.10019684,"Southwest","#E6A137"
"MCO-MKE","WN",1066,233545,"MCO","MKE",28.42939949,-81.30899811,42.94720078,-87.89659882,"Southwest","#E6A137"
"LAX-SJC","WN",308,233508,"LAX","SJC",33.942501,-118.407997,37.362598,-121.929001,"Southwest","#E6A137"
"BOS-SLC","DL",2105,233005,"BOS","SLC",42.3643,-71.005203,40.785749,-111.979746,"Delta","#882537"
"ATL-CLT","AA",226,232777,"ATL","CLT",33.6367,-84.428101,35.2140007,-80.94309998,"American","#C42D31"
"MCO-MSY","WN",551,232643,"MCO","MSY",28.42939949,-81.30899811,29.99340057,-90.25800323,"Southwest","#E6A137"
"BOS-FLL","NK",1237,232220,"BOS","FLL",42.3643,-71.005203,26.072599,-80.152702,"Spirit","#FDEB03"
"DTW-RSW","NK",1084,232169,"DTW","RSW",42.21239853,-83.35340118,26.53619957,-81.75520325,"Spirit","#FDEB03"
"AUS-MCO","WN",994,231753,"AUS","MCO",30.197535,-97.662015,28.42939949,-81.30899811,"Southwest","#E6A137"
"DTW-IAH","OO",1075,231717,"DTW","IAH",42.21239853,-83.35340118,29.9843998,-95.34140015,"Skywest","#37509A"
"CLE-CLT","AA",430,231716,"CLE","CLT",41.4117012,-81.84980011,35.2140007,-80.94309998,"American","#C42D31"
"LAS-SFO","WN",414,231628,"LAS","SFO",36.08010101,-115.1520004,37.61899948,-122.375,"Southwest","#E6A137"
"HPN-PBI","B6",1056,231538,"HPN","PBI",41.06700134,-73.70760345,26.68320084,-80.09559631,"Jetblue","#303E71"
"HOU-TPA","WN",781,230637,"HOU","TPA",29.645399,-95.2789,27.97550011,-82.53320313,"Southwest","#E6A137"
"DAL-LGA","WN",1381,229737,"DAL","LGA",32.847099,-96.851799,40.777199,-73.872597,"Southwest","#E6A137"
"JFK-SEA","AS",2422,229661,"JFK","SEA",40.639801,-73.7789,47.449001,-122.308998,"Alaska","#202050"
"FLL-HOU","WN",957,229533,"FLL","HOU",26.072599,-80.152702,29.645399,-95.2789,"Southwest","#E6A137"
"DAL-ORD","WN",798,229422,"DAL","ORD",32.847099,-96.851799,41.9786,-87.9048,"Southwest","#E6A137"
"ABQ-DEN","WN",349,229352,"ABQ","DEN",35.040199,-106.609001,39.86169815,-104.6729965,"Southwest","#E6A137"
"LAS-ONT","WN",197,228976,"LAS","ONT",36.08010101,-115.1520004,34.05599976,-117.6009979,"Southwest","#E6A137"
"DEN-SAN","F9",853,228714,"DEN","SAN",39.86169815,-104.6729965,32.73360062,-117.1900024,"Frontier","#418369"
"DEN-MCI","UA",533,228375,"DEN","MCI",39.86169815,-104.6729965,39.2976,-94.713898,"United","#3782CC"
"LAS-MKE","WN",1524,228023,"LAS","MKE",36.08010101,-115.1520004,42.94720078,-87.89659882,"Southwest","#E6A137"
"LGA-ORD","DL",733,227971,"LGA","ORD",40.777199,-73.872597,41.9786,-87.9048,"Delta","#882537"
"MCO-PHL","WN",861,227611,"MCO","PHL",28.42939949,-81.30899811,39.87189865,-75.2410965,"Southwest","#E6A137"
"BWI-CHS","WN",472,227523,"BWI","CHS",39.1754,-76.668297,32.898602,-80.040497,"Southwest","#E6A137"
"HOU-OKC","WN",419,227256,"HOU","OKC",29.645399,-95.2789,35.393101,-97.6007,"Southwest","#E6A137"
"BWI-STL","WN",738,227095,"BWI","STL",39.1754,-76.668297,38.748697,-90.370003,"Southwest","#E6A137"
"LAS-PDX","WN",763,227020,"LAS","PDX",36.08010101,-115.1520004,45.58869934,-122.5979996,"Southwest","#E6A137"
"LAX-MCO","UA",2218,226491,"LAX","MCO",33.942501,-118.407997,28.42939949,-81.30899811,"United","#3782CC"
"BNA-DTW","DL",456,225647,"BNA","DTW",36.12450027,-86.67819977,42.21239853,-83.35340118,"Delta","#882537"
"DFW-EWR","UA",1372,225227,"DFW","EWR",32.896801,-97.038002,40.692501,-74.168701,"United","#3782CC"
"HNL-OAK","WN",2409,224834,"HNL","OAK",31.32062,-132.924228,37.721298,-122.221001,"Southwest","#E6A137"
"PHX-SFO","WN",651,224186,"PHX","SFO",33.435302,-112.005905,37.61899948,-122.375,"Southwest","#E6A137"
"OAK-ONT","WN",362,223957,"OAK","ONT",37.721298,-122.221001,34.05599976,-117.6009979,"Southwest","#E6A137"
"LAX-SLC","OO",590,223462,"LAX","SLC",33.942501,-118.407997,40.785749,-111.979746,"Skywest","#37509A"
"BWI-SRQ","WN",880,223331,"BWI","SRQ",39.1754,-76.668297,27.395399,-82.554398,"Southwest","#E6A137"
"HOU-HRL","WN",277,223303,"HOU","HRL",29.645399,-95.2789,26.22850037,-97.65440369,"Southwest","#E6A137"
"OAK-PDX","WN",543,223188,"OAK","PDX",37.721298,-122.221001,45.58869934,-122.5979996,"Southwest","#E6A137"
"ABQ-LAS","WN",486,223035,"ABQ","LAS",35.040199,-106.609001,36.08010101,-115.1520004,"Southwest","#E6A137"
"DEN-MSY","WN",1062,222614,"DEN","MSY",39.86169815,-104.6729965,29.99340057,-90.25800323,"Southwest","#E6A137"
"BNA-DCA","WN",562,222533,"BNA","DCA",36.12450027,-86.67819977,38.8521,-77.037697,"Southwest","#E6A137"
"EWR-ORD","AA",719,222059,"EWR","ORD",40.692501,-74.168701,41.9786,-87.9048,"American","#C42D31"
"DEN-PHL","UA",1558,221948,"DEN","PHL",39.86169815,-104.6729965,39.87189865,-75.2410965,"United","#3782CC"
"ABQ-ATL","DL",1269,221947,"ABQ","ATL",35.040199,-106.609001,33.6367,-84.428101,"Delta","#882537"
"MIA-ORD","UA",1197,221726,"MIA","ORD",25.79319954,-80.29060364,41.9786,-87.9048,"United","#3782CC"
"BOS-MCO","NK",1121,221413,"BOS","MCO",42.3643,-71.005203,28.42939949,-81.30899811,"Spirit","#FDEB03"
"LGA-PBI","DL",1035,221084,"LGA","PBI",40.777199,-73.872597,26.68320084,-80.09559631,"Delta","#882537"
"IAD-TPA","UA",811,220999,"IAD","TPA",38.9445,-77.455803,27.97550011,-82.53320313,"United","#3782CC"
"CLE-DFW","AA",1021,220771,"CLE","DFW",41.4117012,-81.84980011,32.896801,-97.038002,"American","#C42D31"
"ATL-LAS","NK",1747,220599,"ATL","LAS",33.6367,-84.428101,36.08010101,-115.1520004,"Spirit","#FDEB03"
"MDW-OMA","WN",423,220234,"MDW","OMA",41.785999,-87.752403,41.3032,-95.894096,"Southwest","#E6A137"
